model,blend_weight,wave_pp,poll_error_pp,random_mode,random_sd_pp,point_D,point_R,expected_D,expected_R,p_D_control,D_lo70,D_hi70,control_mc_se
Corrected 20%,0.2,4.0,2.0,none,0.0,51,49,51.6606313959381,48.3393686040619,0.7710333333333333,50,53,0.0024258395950146295
Corrected 20%,0.2,4.0,3.0,none,0.0,51,49,51.19442059911526,48.80557940088474,0.6700666666666667,50,53,0.0027146352050130594
Corrected 20%,0.2,4.0,4.0,none,0.0,51,49,50.71808749300544,49.28191250699456,0.5538333333333333,49,52,0.0028699708025356997
Corrected 20%,0.2,4.0,5.0,none,0.0,51,49,50.23334343555265,49.76665656444735,0.42993333333333333,49,52,0.0028582667371574583
Corrected 20%,0.2,5.0,-5.0,none,0.0,55,45,55.10845674631895,44.89154325368105,0.9993666666666666,54,57,0.00014525061356408144
Corrected 20%,0.2,5.0,-4.0,none,0.0,55,45,54.74083635412776,45.25916364587224,0.9982333333333333,53,56,0.00024245587609264652
Corrected 20%,0.2,5.0,-3.0,none,0.0,54,46,54.3618990979878,45.6381009020122,0.9963333333333333,53,56,0.00034896142204271724
Corrected 20%,0.2,5.0,-2.0,none,0.0,54,46,53.97113462808106,46.02886537191894,0.9914,52,55,0.0005331053679464643
Corrected 20%,0.2,5.0,-1.0,none,0.0,53,47,53.56809759439976,46.43190240560024,0.9819666666666667,52,55,0.0007682910087161469
Corrected 20%,0.2,5.0,0.0,none,0.0,53,47,53.152460646799895,46.847539353200105,0.9613333333333334,52,55,0.0011131270600663028
Corrected 20%,0.2,5.0,1.0,none,0.0,53,47,52.724077642455185,47.275922357544815,0.9284666666666667,51,54,0.0014879103417831281
Corrected 20%,0.2,5.0,2.0,none,0.0,52,48,52.28305146531915,47.71694853468085,0.8769666666666667,51,54,0.0018964539912006146
Corrected 20%,0.2,5.0,3.0,none,0.0,51,49,51.82979858225667,48.17020141774333,0.8019333333333334,50,53,0.0023009871955476137
Corrected 20%,0.2,5.0,4.0,none,0.0,51,49,51.36510156036498,48.63489843963502,0.7083666666666667,50,53,0.002624140063730226
Corrected 20%,0.2,5.0,5.0,none,0.0,51,49,50.89014161545661,49.10985838454339,0.5957,49,53,0.0028333814309643053
Corrected 20%,0.2,6.0,-5.0,none,0.0,55,45,55.62927828874349,44.37072171125651,0.9999333333333333,54,57,4.7138880704507926e-05
Corrected 20%,0.2,6.0,-4.0,none,0.0,55,45,55.27272764689023,44.72727235310977,0.9995,54,57,0.00012906716597698852
Corrected 20%,0.2,6.0,-3.0,none,0.0,55,45,54.90545429552949,45.09454570447051,0.9988,53,56,0.00019987996397838204
Corrected 20%,0.2,6.0,-2.0,none,0.0,54,46,54.52695693955364,45.47304306044636,0.9973333333333333,53,56,0.0002977446084345662
Corrected 20%,0.2,6.0,-1.0,none,0.0,54,46,54.13675937987887,45.86324062012113,0.9934666666666667,53,56,0.0004651397241291709
Corrected 20%,0.2,6.0,0.0,none,0.0,53,47,53.73444403195822,46.26555596804178,0.9856,52,55,0.0006878139283265489
Corrected 20%,0.2,6.0,1.0,none,0.0,53,47,53.319697826309195,46.680302173690805,0.9695333333333334,52,55,0.000992277664246738
Corrected 20%,0.2,6.0,2.0,none,0.0,53,47,52.89236900800603,47.10763099199397,0.9416666666666667,51,54,0.0013531513287576224
Corrected 20%,0.2,6.0,3.0,none,0.0,52,48,52.45253035524155,47.54746964475845,0.8975333333333333,51,54,0.0017508783404231614
Corrected 20%,0.2,6.0,4.0,none,0.0,52,48,52.000541814629116,47.999458185370884,0.831,50,54,0.0021636312070221213
Corrected 20%,0.2,6.0,5.0,none,0.0,51,49,51.53710422063049,48.46289577936951,0.7443,50,53,0.0025187133620164087
Corrected 20%,0.2,7.0,-5.0,none,0.0,56,44,56.14354224912225,43.85645775087775,0.9999666666666667,55,58,3.3332777773146234e-05
Corrected 20%,0.2,7.0,-4.0,none,0.0,55,45,55.797357963245176,44.202642036754824,0.9999333333333333,54,57,4.7138880704507926e-05
Corrected 20%,0.2,7.0,-3.0,none,0.0,55,45,55.44096459737014,44.55903540262986,0.9997,54,57,9.998499887482572e-05
Corrected 20%,0.2,7.0,-2.0,none,0.0,55,45,55.07388186642527,44.92611813357473,0.9992666666666666,54,57,0.00015628985417652524
Corrected 20%,0.2,7.0,-1.0,none,0.0,55,45,54.69563936647739,45.30436063352261,0.9979333333333333,53,56,0.0002621955730337916
Corrected 20%,0.2,7.0,0.0,none,0.0,54,46,54.30579437951468,45.69420562048532,0.9953,53,56,0.0003948801505942462
Corrected 20%,0.2,7.0,1.0,none,0.0,54,46,53.90395923035918,46.09604076964082,0.9891666666666666,52,55,0.0005976613372756138
Corrected 20%,0.2,7.0,2.0,none,0.0,53,47,53.48984025207136,46.51015974792864,0.9765333333333334,52,55,0.0008739943215342267
Corrected 20%,0.2,7.0,3.0,none,0.0,53,47,53.063287948663316,46.936712051336684,0.9531333333333334,51,55,0.0012202483657330061
Corrected 20%,0.2,7.0,4.0,none,0.0,52,48,52.624354999871926,47.375645000128074,0.9156333333333333,51,54,0.0016046695633081
Corrected 20%,0.2,7.0,5.0,none,0.0,52,48,52.173356054441044,47.826643945558956,0.857,51,54,0.002021146539302218
Corrected 20%,0.2,8.0,-5.0,none,0.0,57,43,56.65236440762946,43.34763559237054,1.0,55,58,0.0
Corrected 20%,0.2,8.0,-4.0,none,0.0,56,44,56.31598675220681,43.68401324779319,0.9999666666666667,55,58,3.3332777773146234e-05
Corrected 20%,0.2,8.0,-3.0,none,0.0,56,44,55.969859790505524,44.030140209494476,0.9999666666666667,54,58,3.3332777773146234e-05
Corrected 20%,0.2,8.0,-2.0,none,0.0,55,45,55.61351380670774,44.38648619329226,0.9998333333333334,54,57,7.452938769122564e-05
Corrected 20%,0.2,8.0,-1.0,none,0.0,55,45,55.246487305204724,44.753512694795276,0.9993,54,57,0.00015269905042272243
Corrected 20%,0.2,8.0,0.0,none,0.0,55,45,54.868337115524454,45.131662884475546,0.9984666666666666,53,56,0.00022590427340079804
Corrected 20%,0.2,8.0,1.0,none,0.0,54,46,54.478652410696576,45.521347589303424,0.9967,53,56,0.0003311147837231056
Corrected 20%,0.2,8.0,2.0,none,0.0,54,46,54.07707649181627,45.92292350818373,0.9918,52,56,0.0005206649594508924
Corrected 20%,0.2,8.0,3.0,none,0.0,53,47,53.66333910190107,46.33666089809893,0.9824,52,55,0.0007591714782138035
Corrected 20%,0.2,8.0,4.0,none,0.0,53,47,53.23729985761543,46.76270014238457,0.9631333333333333,52,55,0.0010879264000160367
Corrected 20%,0.2,8.0,5.0,none,0.0,53,47,52.79900055770321,47.20099944229679,0.9312,51,54,0.001461352797923896
Corrected 20%,0.2,9.0,-5.0,none,0.0,57,43,57.15663223179534,42.84336776820466,1.0,56,59,0.0
Corrected 20%,0.2,9.0,-4.0,none,0.0,57,43,56.829579270830365,43.170420729169635,1.0,55,58,0.0
Corrected 20%,0.2,9.0,-3.0,none,0.0,56,44,56.49321974931204,43.50678025068796,1.0,55,58,0.0
Corrected 20%,0.2,9.0,-2.0,none,0.0,56,44,56.14707971978867,43.85292028021133,0.9999666666666667,55,58,3.3332777773146234e-05
Corrected 20%,0.2,9.0,-1.0,none,0.0,55,45,55.79069273031101,44.20930726968899,0.9998666666666667,54,57,6.666222207406052e-05
Corrected 20%,0.2,9.0,0.0,none,0.0,55,45,55.42361083880479,44.57638916119521,0.9995,54,57,0.00012906716597698852
Corrected 20%,0.2,9.0,1.0,none,0.0,55,45,55.045413862973305,44.954586137026695,0.9988333333333334,53,57,0.00019708759098055348
Corrected 20%,0.2,9.0,2.0,none,0.0,54,46,54.6557204250669,45.3442795749331,0.9973666666666666,53,56,0.00029588279711674866
Corrected 20%,0.2,9.0,3.0,none,0.0,54,46,54.254204828644646,45.745795171355354,0.9935666666666667,53,56,0.00046158948412182275
Corrected 20%,0.2,9.0,4.0,none,0.0,53,47,53.84062311464649,46.15937688535351,0.9859333333333333,52,55,0.0006799214551587451
Corrected 20%,0.2,9.0,5.0,none,0.0,53,47,53.41484979867113,46.58515020132887,0.9711,52,55,0.0009672088709270615
Corrected 20%,0.2,10.0,-5.0,none,0.0,57,43,57.65709178740211,42.34290821259789,1.0,56,59,0.0
Corrected 20%,0.2,10.0,-4.0,none,0.0,57,43,57.3389061623024,42.6610938376976,1.0,56,59,0.0
Corrected 20%,0.2,10.0,-3.0,none,0.0,57,43,57.01186455797496,42.98813544202504,1.0,55,59,0.0
Corrected 20%,0.2,10.0,-2.0,none,0.0,56,44,56.675484563215996,43.324515436784004,1.0,55,58,0.0
Corrected 20%,0.2,10.0,-1.0,none,0.0,56,44,56.329281747857536,43.670718252142464,0.9999666666666667,55,58,3.3332777773146234e-05
Corrected 20%,0.2,10.0,0.0,none,0.0,56,44,55.97278760777954,44.02721239222046,0.9999,54,58,5.7732140095441055e-05
Corrected 20%,0.2,10.0,1.0,none,0.0,55,45,55.605562321875965,44.394437678124035,0.9996666666666667,54,57,0.00010539168566545552
Corrected 20%,0.2,10.0,2.0,none,0.0,55,45,55.227203954603155,44.772796045396845,0.9991666666666666,54,57,0.00016659720774860024
Corrected 20%,0.2,10.0,3.0,none,0.0,55,45,54.837357359368156,45.162642640631844,0.9979,53,56,0.000264297181218415
Corrected 20%,0.2,10.0,4.0,none,0.0,54,46,54.43572687430541,45.56427312569459,0.9952,53,56,0.0003990388452268787
Corrected 20%,0.2,10.0,5.0,none,0.0,53,47,54.02209661432848,45.97790338567152,0.9890333333333333,52,56,0.0006012874766944927
Corrected 20%,0.2,0.0,0.0,shared,1.0,51,49,50.02728759552691,49.97271240447309,0.3872,48,52,0.002812330943067215
Corrected 20%,0.2,2.0,0.0,shared,1.0,51,49,51.319372884376186,48.680627115623814,0.6940666666666667,50,53,0.002660439367779245
Corrected 20%,0.2,4.0,0.0,shared,1.0,53,47,52.55156966940149,47.44843033059851,0.9027666666666667,51,54,0.0017105458409741822
Corrected 20%,0.2,6.0,0.0,shared,1.0,53,47,53.72824208126109,46.27175791873891,0.9820333333333333,52,55,0.0007668955938404214
Corrected 20%,0.2,8.0,0.0,shared,1.0,55,45,54.86257442679597,45.13742557320403,0.9976666666666667,53,56,0.00027856111770362916
Corrected 20%,0.2,10.0,0.0,shared,1.0,56,44,55.96742519045883,44.03257480954117,0.9998,54,58,8.164149271866971e-05
Corrected 20%,0.2,0.0,0.0,independent,1.0,51,49,50.028070635913096,49.971929364086904,0.3828666666666667,48,52,0.002806419915255153
Corrected 20%,0.2,2.0,0.0,independent,1.0,51,49,51.320667704993674,48.679332295006326,0.7030666666666666,50,53,0.002637953303155617
Corrected 20%,0.2,4.0,0.0,independent,1.0,53,47,52.5529712376711,47.4470287623289,0.9109666666666667,51,54,0.0016442465233746516
Corrected 20%,0.2,6.0,0.0,independent,1.0,53,47,53.72958815667337,46.27041184332663,0.9851666666666666,52,55,0.0006979327941751887
Corrected 20%,0.2,8.0,0.0,independent,1.0,55,45,54.86391678608993,45.13608321391007,0.9984333333333333,53,56,0.00022834274108762261
Corrected 20%,0.2,10.0,0.0,independent,1.0,56,44,55.96885798879934,44.03114201120066,0.9999333333333333,54,58,4.7138880704507926e-05
Corrected 20%,0.2,0.0,0.0,shared,2.0,51,49,50.017556686489534,49.982443313510466,0.3993333333333333,48,52,0.0028276387217501357
Corrected 20%,0.2,2.0,0.0,shared,2.0,51,49,51.30322389307324,48.69677610692676,0.6732666666666667,49,53,0.0027078814734168245
Corrected 20%,0.2,4.0,0.0,shared,2.0,53,47,52.532986983919116,47.467013016080884,0.8774333333333333,51,54,0.001893357501801926
Corrected 20%,0.2,6.0,0.0,shared,2.0,53,47,53.70988371445172,46.29011628554828,0.9694333333333334,52,55,0.000993853536418647
Corrected 20%,0.2,8.0,0.0,shared,2.0,55,45,54.84537728342265,45.15462271657735,0.9949,53,57,0.00041125782667324374
Corrected 20%,0.2,10.0,0.0,shared,2.0,56,44,55.951394758225106,44.048605241774894,0.9994,54,58,0.00014137892346457266
Corrected 20%,0.2,0.0,0.0,independent,2.0,51,49,50.02039447029195,49.97960552970805,0.3839666666666667,48,52,0.002807942696207525
Corrected 20%,0.2,2.0,0.0,independent,2.0,51,49,51.30809571688851,48.69190428311149,0.6978,50,53,0.002651258569057345
Corrected 20%,0.2,4.0,0.0,independent,2.0,53,47,52.53840295126945,47.46159704873055,0.9059666666666667,51,54,0.0016851415920287483
Corrected 20%,0.2,6.0,0.0,independent,2.0,53,47,53.71520427689513,46.28479572310487,0.983,52,55,0.0007463466576151686
Corrected 20%,0.2,8.0,0.0,independent,2.0,55,45,54.8507203765294,45.1492796234706,0.9984333333333333,53,56,0.00022834274108762261
Corrected 20%,0.2,10.0,0.0,independent,2.0,56,44,55.95705589874403,44.04294410125597,0.9998666666666667,54,58,6.666222207406052e-05
Corrected 20%,0.2,0.0,0.0,shared,3.0,51,49,50.002938178832494,49.997061821167506,0.41123333333333334,48,52,0.0028408946882328514
Corrected 20%,0.2,2.0,0.0,shared,3.0,51,49,51.27826902695526,48.72173097304474,0.6497,49,53,0.0027543293799640834
Corrected 20%,0.2,4.0,0.0,shared,3.0,53,47,52.503569774855734,47.496430225144266,0.8417,50,55,0.0021074558911951947
Corrected 20%,0.2,6.0,0.0,shared,3.0,53,47,53.680137011258786,46.319862988741214,0.9472333333333334,52,56,0.0012907665107157002
Corrected 20%,0.2,8.0,0.0,shared,3.0,55,45,54.81707671014773,45.18292328985227,0.9871333333333333,53,57,0.0006506692850584845
Corrected 20%,0.2,10.0,0.0,shared,3.0,56,44,55.92487126038972,44.07512873961028,0.9977,54,58,0.00027656885821316236
Corrected 20%,0.2,0.0,0.0,independent,3.0,51,49,50.00833765005851,49.99166234994149,0.3832333333333333,48,52,0.0028069291972756486
Corrected 20%,0.2,2.0,0.0,independent,3.0,51,49,51.288197402572166,48.711802597427834,0.6901333333333334,50,53,0.002669889607927361
Corrected 20%,0.2,4.0,0.0,independent,3.0,53,47,52.51507909282171,47.48492090717829,0.8997333333333334,51,54,0.0017341017100333935
Corrected 20%,0.2,6.0,0.0,independent,3.0,53,47,53.69182373903616,46.30817626096384,0.9805333333333334,52,55,0.0007976573106197825
Corrected 20%,0.2,8.0,0.0,independent,3.0,55,45,54.82894878778903,45.17105121221097,0.9981333333333333,53,56,0.00024921090279936514
Corrected 20%,0.2,10.0,0.0,independent,3.0,56,44,55.9373508632259,44.0626491367741,0.9999,54,58,5.7732140095441055e-05
Corrected 50%,0.5,0.0,-5.0,none,0.0,53,47,52.31132534751427,47.68867465248573,0.8674333333333333,51,54,0.0019578282658390955
Corrected 50%,0.5,0.0,-4.0,none,0.0,52,48,51.78553363172256,48.21446636827744,0.7831,50,54,0.0023794564505365506
Corrected 50%,0.5,0.0,-3.0,none,0.0,51,49,51.24187320914443,48.75812679085557,0.6741,49,53,0.0027060992221276735
Corrected 50%,0.5,0.0,-2.0,none,0.0,51,49,50.68356910999168,49.31643089000832,0.5501333333333334,49,52,0.0028722038512199936
Corrected 50%,0.5,0.0,-1.0,none,0.0,51,49,50.11452877294366,49.88547122705634,0.41573333333333334,48,52,0.0028454591245754405
Corrected 50%,0.5,0.0,0.0,none,0.0,51,49,49.539234031641016,50.460765968358984,0.2895,48,51,0.0026184585159975326
Corrected 50%,0.5,0.0,1.0,none,0.0,48,52,48.96257842613156,51.03742157386844,0.18793333333333334,47,51,0.002255470354165294
Corrected 50%,0.5,0.0,2.0,none,0.0,48,52,48.38965991246235,51.61034008753765,0.11083333333333334,47,50,0.0018124505101800303
Corrected 50%,0.5,0.0,3.0,none,0.0,48,52,47.82554716228134,52.17445283771866,0.05943333333333333,46,50,0.0013650520407933442
Corrected 50%,0.5,0.0,4.0,none,0.0,48,52,47.275042517575194,52.724957482424806,0.028166666666666666,46,49,0.0009552190945110542
Corrected 50%,0.5,0.0,5.0,none,0.0,47,53,46.742465192657356,53.257534807342644,0.012366666666666666,45,48,0.0006380630120978707
Corrected 50%,0.5,1.0,-5.0,none,0.0,53,47,52.957953654238466,47.042046345761534,0.9348,51,55,0.0014253532895391237
Corrected 50%,0.5,1.0,-4.0,none,0.0,53,47,52.45579472777047,47.54420527222953,0.8848,51,54,0.0018432666654610774
Corrected 50%,0.5,1.0,-3.0,none,0.0,52,48,51.9330501865543,48.0669498134457,0.8082,50,54,0.002273123841764896
Corrected 50%,0.5,1.0,-2.0,none,0.0,52,48,51.39210682686722,48.60789317313278,0.7055333333333333,50,53,0.002631577783313583
Corrected 50%,0.5,1.0,-1.0,none,0.0,51,49,50.83608442315955,49.16391557684045,0.5841666666666666,49,53,0.002845557779078484
Corrected 50%,0.5,1.0,0.0,none,0.0,51,49,50.26878993218303,49.73121006781697,0.44926666666666665,48,52,0.0028718526476178455
Corrected 50%,0.5,1.0,1.0,none,0.0,51,49,49.69461784943943,50.30538215056057,0.32116666666666666,48,51,0.0026957907862003986
Corrected 50%,0.5,1.0,2.0,none,0.0,48,52,49.11839630239588,50.88160369760412,0.21236666666666668,47,51,0.002361264248628656
Corrected 50%,0.5,1.0,3.0,none,0.0,48,52,48.545187563714904,51.454812436285096,0.12903333333333333,47,50,0.001935490740718593
Corrected 50%,0.5,1.0,4.0,none,0.0,48,52,47.980059900884214,52.019940099115786,0.07113333333333334,46,50,0.0014840640397483103
Corrected 50%,0.5,1.0,5.0,none,0.0,48,52,47.4278529446372,52.5721470553628,0.034666666666666665,46,49,0.0010561705810598477
Corrected 50%,0.5,2.0,-5.0,none,0.0,53,47,53.57404096345206,46.42595903654794,0.9721333333333333,52,55,0.0009502651481833126
Corrected 50%,0.5,2.0,-4.0,none,0.0,53,47,53.09727609812525,46.90272390187475,0.9455666666666667,51,55,0.001309838992084594
Corrected 50%,0.5,2.0,-3.0,none,0.0,53,47,52.59815253268118,47.40184746731882,0.9009666666666667,51,54,0.001724584319212625
Corrected 50%,0.5,2.0,-2.0,none,0.0,52,48,52.07822893021569,47.92177106978431,0.8302333333333334,50,54,0.00216753274143326
Corrected 50%,0.5,2.0,-1.0,none,0.0,52,48,51.539790346459355,48.460209653540645,0.7352333333333333,50,53,0.0025473206766384224
Corrected 50%,0.5,2.0,0.0,none,0.0,51,49,50.98585229695835,49.01414770304165,0.6176333333333334,49,53,0.0028057227166922542
Corrected 50%,0.5,2.0,1.0,none,0.0,51,49,50.42012130712842,49.57987869287158,0.4828,49,52,0.002885042807308065
Corrected 50%,0.5,2.0,2.0,none,0.0,51,49,49.84690328210794,50.15309671789206,0.35123333333333334,48,52,0.0027560145070305714
Corrected 50%,0.5,2.0,3.0,none,0.0,49,51,49.270958191208265,50.729041808791735,0.23686666666666667,47,51,0.0024546612046532266
Corrected 50%,0.5,2.0,4.0,none,0.0,48,52,48.69730841156712,51.30269158843288,0.14683333333333334,47,50,0.002043471764388207
Corrected 50%,0.5,2.0,5.0,none,0.0,48,52,48.13101637773982,51.86898362226018,0.08316666666666667,46,50,0.0015942602487488487
Corrected 50%,0.5,3.0,-5.0,none,0.0,54,46,54.1602350957501,45.8397649042499,0.9903666666666666,53,56,0.0005639306169563259
Corrected 50%,0.5,3.0,-4.0,none,0.0,54,46,53.70963080243161,46.29036919756839,0.9778333333333333,52,55,0.0008500059912642882
Corrected 50%,0.5,3.0,-3.0,none,0.0,53,47,53.235776927001105,46.764223072998895,0.9547,52,55,0.0012006652322775072
Corrected 50%,0.5,3.0,-2.0,none,0.0,53,47,52.73945545721404,47.26054454278596,0.9147666666666666,51,54,0.0016121270857909255
Corrected 50%,0.5,3.0,-1.0,none,0.0,52,48,52.22213143733703,47.77786856266297,0.8509,51,54,0.002056446692720237
Corrected 50%,0.5,3.0,0.0,none,0.0,52,48,51.685989637423035,48.314010362576965,0.7606666666666667,50,53,0.002463418281500247
Corrected 50%,0.5,3.0,1.0,none,0.0,51,49,51.13394233018356,48.86605766981644,0.6476333333333333,49,53,0.0027580451947523082
Corrected 50%,0.5,3.0,2.0,none,0.0,51,49,50.56959576494762,49.43040423505238,0.5175333333333333,49,52,0.002884975922616006
Corrected 50%,0.5,3.0,3.0,none,0.0,51,49,49.9971661881043,50.0028338118957,0.3831333333333333,48,52,0.002806790469689667
Corrected 50%,0.5,3.0,4.0,none,0.0,49,51,49.42134290388958,50.57865709611042,0.2624666666666667,48,51,0.002540196288711797
Corrected 50%,0.5,3.0,5.0,none,0.0,48,52,48.8471044374367,51.1528955625633,0.16803333333333334,47,51,0.002158688893921665
Corrected 50%,0.5,4.0,-5.0,none,0.0,56,44,54.718140778995235,45.281859221004765,0.9966333333333334,53,56,0.000334431468925109
Corrected 50%,0.5,4.0,-4.0,none,0.0,55,45,54.29356582353131,45.70643417646869,0.9922666666666666,53,56,0.0005057512197674836
Corrected 50%,0.5,4.0,-3.0,none,0.0,54,46,53.845650034309514,46.154349965690486,0.9819666666666667,52,55,0.0007682910087161469
Corrected 50%,0.5,4.0,-2.0,none,0.0,53,47,53.37446994843212,46.62553005156788,0.9623,52,55,0.0010996773769307668
Corrected 50%,0.5,4.0,-1.0,none,0.0,53,47,52.880723435345644,47.119276564654356,0.9268333333333333,51,55,0.0015034771426658004
Corrected 50%,0.5,4.0,0.0,none,0.0,52,48,52.365783349784714,47.634216650215286,0.8699,51,54,0.0019422837932015324
Corrected 50%,0.5,4.0,1.0,none,0.0,52,48,51.831735583684264,48.168264416315736,0.7858666666666667,50,54,0.0023684048702934278
Corrected 50%,0.5,4.0,2.0,none,0.0,51,49,51.28139020147232,48.71860979852768,0.6773666666666667,50,53,0.002699018744874734
Corrected 50%,0.5,4.0,3.0,none,0.0,51,49,50.718253431658034,49.281746568341966,0.5493333333333333,49,52,0.0028726655578760656
Corrected 50%,0.5,4.0,4.0,none,0.0,51,49,50.14645097264062,49.85354902735938,0.417,48,52,0.0028466998436786407
Corrected 50%,0.5,4.0,5.0,none,0.0,49,51,49.57059919456016,50.42940080543984,0.29163333333333336,48,51,0.002624140063730226
Corrected 50%,0.5,5.0,-5.0,none,0.0,56,44,55.250199893415285,44.749800106584715,0.9991,54,57,0.00017312712092563775
Corrected 50%,0.5,5.0,-4.0,none,0.0,56,44,54.850726827425405,45.149273172574595,0.9976,53,56,0.0002825030973281507
Corrected 50%,0.5,5.0,-3.0,none,0.0,55,45,54.428532522523824,45.571467477476176,0.9941,53,56,0.00044216098124250384
Corrected 50%,0.5,5.0,-2.0,none,0.0,54,46,53.983066293806694,46.016933706193306,0.9857333333333334,52,56,0.0006846685058938832
Corrected 50%,0.5,5.0,-1.0,none,0.0,53,47,53.5143296488684,46.4856703511316,0.9688666666666667,52,55,0.0010027304205499586
Corrected 50%,0.5,5.0,0.0,none,0.0,53,47,53.02293751090913,46.97706248909087,0.9382666666666667,51,55,0.0013895122512220955
Corrected 50%,0.5,5.0,1.0,none,0.0,52,48,52.51017190619652,47.48982809380348,0.887,51,54,0.0018278493738088303
Corrected 50%,0.5,5.0,2.0,none,0.0,52,48,51.978021215897655,48.021978784102345,0.8092,50,54,0.0022685925151952695
Corrected 50%,0.5,5.0,3.0,none,0.0,51,49,51.429194349435015,48.570805650564985,0.7078333333333333,50,53,0.002625549501568231
Corrected 50%,0.5,5.0,4.0,none,0.0,51,49,50.86709786575706,49.13290213424294,0.5829333333333333,49,53,0.0028467646092960935
Corrected 50%,0.5,5.0,5.0,none,0.0,51,49,50.29576620051913,49.70423379948087,0.45063333333333333,49,52,0.0028726464698498387
Corrected 50%,0.5,6.0,-5.0,none,0.0,56,44,55.759571296686815,44.240428703313185,0.9996333333333334,54,57,0.00011053388955763474
Corrected 50%,0.5,6.0,-4.0,none,0.0,56,44,55.383580952220086,44.616419047779914,0.9992,54,57,0.00016323398338989985
Corrected 50%,0.5,6.0,-3.0,none,0.0,56,44,54.98610701966472,45.01389298033528,0.9980333333333333,53,57,0.00025578629679799073
Corrected 50%,0.5,6.0,-2.0,none,0.0,56,44,54.566054554194544,45.433945445805456,0.9952,53,56,0.0003990388452268787
Corrected 50%,0.5,6.0,-1.0,none,0.0,54,46,54.122806434080715,45.877193565919285,0.9888666666666667,52,56,0.0006057882529460334
Corrected 50%,0.5,6.0,0.0,none,0.0,53,47,53.65629010869438,46.34370989130562,0.9749666666666666,52,55,0.0009019731251642253
Corrected 50%,0.5,6.0,1.0,none,0.0,53,47,53.16703868742476,46.83296131257524,0.9475,51,55,0.001287682025967591
Corrected 50%,0.5,6.0,2.0,none,0.0,52,48,52.65624467546516,47.34375532453484,0.9033333333333333,51,54,0.0017060893120645067
Corrected 50%,0.5,6.0,3.0,none,0.0,52,48,52.125800277500545,47.874199722499455,0.8325333333333333,50,54,0.0021557796905236105
Corrected 50%,0.5,6.0,4.0,none,0.0,51,49,51.57831432025763,48.42168567974237,0.7344666666666667,50,53,0.002549675680174652
Corrected 50%,0.5,6.0,5.0,none,0.0,51,49,51.0170941360694,48.9829058639306,0.6163,49,53,0.002807574932214633
Corrected 50%,0.5,7.0,-5.0,none,0.0,56,44,56.249995617824084,43.750004382175916,0.9999666666666667,55,58,3.3332777773146234e-05
Corrected 50%,0.5,7.0,-4.0,none,0.0,56,44,55.89529397172406,44.10470602827594,0.9996666666666667,54,57,0.00010539168566545552
Corrected 50%,0.5,7.0,-3.0,none,0.0,56,44,55.52086066154094,44.47913933845906,0.9993,54,57,0.00015269905042272243
Corrected 50%,0.5,7.0,-2.0,none,0.0,56,44,55.12514955416114,44.87485044583886,0.9985333333333334,54,57,0.00022094611375895142
Corrected 50%,0.5,7.0,-1.0,none,0.0,56,44,54.707008574844,45.292991425156,0.9961666666666666,53,56,0.0003567743866408626
Corrected 50%,0.5,7.0,0.0,none,0.0,54,46,54.2657552098899,45.7342447901101,0.9917666666666667,53,56,0.0005217133809400055
Corrected 50%,0.5,7.0,1.0,none,0.0,53,47,53.801243846774156,46.198756153225844,0.9794,52,55,0.0008200739804025803
Corrected 50%,0.5,7.0,2.0,none,0.0,53,47,53.313926892813846,46.686073107186154,0.9561,52,55,0.0011828326170680286
Corrected 50%,0.5,7.0,3.0,none,0.0,52,48,52.804908599338944,47.195091400661056,0.9166,51,55,0.0015962919532466488
Corrected 50%,0.5,7.0,4.0,none,0.0,52,48,52.27598630227662,47.72401369772338,0.8516666666666667,51,54,0.002052076635634868
Corrected 50%,0.5,7.0,5.0,none,0.0,52,48,51.729669836705874,48.270330163294126,0.7613666666666666,50,54,0.0024609447071910926
Corrected 50%,0.5,8.0,-5.0,none,0.0,56,44,56.72562728713976,43.27437271286024,1.0,55,58,0.0
Corrected 50%,0.5,8.0,-4.0,none,0.0,56,44,56.38958724129266,43.61041275870734,1.0,55,58,0.0
Corrected 50%,0.5,8.0,-3.0,none,0.0,56,44,56.035957317813924,43.964042682186076,0.9997666666666667,55,58,8.818142073567486e-05
Corrected 50%,0.5,8.0,-2.0,none,0.0,56,44,55.66285089562457,44.33714910437543,0.9995,54,57,0.00012906716597698852
Corrected 50%,0.5,8.0,-1.0,none,0.0,56,44,55.268676380673696,44.731323619326304,0.9988333333333334,54,57,0.00019708759098055348
Corrected 50%,0.5,8.0,0.0,none,0.0,56,44,54.85222603465025,45.14777396534975,0.9968,53,56,0.0003260756558428315
Corrected 50%,0.5,8.0,1.0,none,0.0,54,46,54.412753096561275,45.587246903438725,0.9936,53,56,0.0004603998262380197
Corrected 50%,0.5,8.0,2.0,none,0.0,53,47,53.950039931615905,46.049960068384095,0.9839333333333333,52,56,0.0007259138812303861
Corrected 50%,0.5,8.0,3.0,none,0.0,53,47,53.464459352768245,46.535540647231755,0.9636666666666667,52,55,0.0010803274537876963
Corrected 50%,0.5,8.0,4.0,none,0.0,53,47,52.95702859647912,47.04297140352088,0.9284666666666667,51,55,0.0014879103417831281
Corrected 50%,0.5,8.0,5.0,none,0.0,52,48,52.42945141650274,47.57054858349726,0.8709,51,54,0.001935916578781224
