observation_id,source,dataset,cycle,geography,source_poll_id,source_question_id,population,reported_n,reported_n_basis,estimate_basis,survey_n,estimate_n,basis_review_status,basis_evidence,basis_notes,selection_status,source_quality_flags,population_n,question_construct,availability_status,documented_release_date,availability_evidence,availability_notes,archive_created_date,n_conflict_values,metadata_version
538:senate:3393,538,senate,2002,CO,25667,30907,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3394,538,senate,2002,CO,25435,30675,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3395,538,senate,2002,CO,63768,117421,unknown,739.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3396,538,senate,2002,CO,25431,30671,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3397,538,senate,2002,CO,25630,30870,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3398,538,senate,2002,CO,25627,30867,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3399,538,senate,2002,CO,25427,30667,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3400,538,senate,2002,CO,25623,30863,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3401,538,senate,2002,CO,72924,136806,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3402,538,senate,2002,CO,25426,30666,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3403,538,senate,2002,CO,25666,30906,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3404,538,senate,2002,CO,63677,117193,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3405,538,senate,2002,CO,63770,117423,unknown,739.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3406,538,senate,2002,CO,25470,30710,unknown,619.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3407,538,senate,2002,CO,63815,117503,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3408,538,senate,2002,CO,25665,30905,unknown,507.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3409,538,senate,2002,GA,25563,30803,unknown,1000.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3410,538,senate,2002,GA,25413,137143,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3411,538,senate,2002,GA,73212,137226,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3412,538,senate,2002,GA,25495,30735,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3413,538,senate,2002,GA,25519,30759,unknown,625.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3414,538,senate,2002,GA,25412,30652,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3415,538,senate,2002,GA,25670,30910,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3416,538,senate,2002,GA,25669,30909,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3417,538,senate,2002,ID,25492,30732,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3418,538,senate,2002,IL,25522,30762,unknown,621.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3419,538,senate,2002,IL,25673,30913,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3420,538,senate,2002,IL,25516,30756,unknown,701.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3421,538,senate,2002,IL,25672,30912,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3422,538,senate,2002,IL,25503,30743,unknown,497.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3423,538,senate,2002,IL,25521,30761,unknown,625.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3424,538,senate,2002,IL,54694,137562,unknown,528.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3425,538,senate,2002,IL,25597,30837,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3426,538,senate,2002,IL,25515,30755,unknown,701.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3427,538,senate,2002,IL,54700,117383,unknown,528.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3428,538,senate,2002,IL,25671,30911,unknown,802.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3429,538,senate,2002,IA,73213,137227,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3430,538,senate,2002,IA,25614,30854,unknown,807.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3431,538,senate,2002,IA,54665,137563,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3432,538,senate,2002,IA,54667,117377,unknown,605.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3433,538,senate,2002,IA,54668,117379,unknown,605.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3434,538,senate,2002,IA,72982,136900,unknown,1082.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3435,538,senate,2002,IA,25613,30853,unknown,807.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3436,538,senate,2002,KY,73397,137564,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3437,538,senate,2002,KY,63775,117428,unknown,705.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3438,538,senate,2002,KY,63776,117429,unknown,705.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3439,538,senate,2002,LA,73342,137484,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3440,538,senate,2002,LA,73471,137795,unknown,503.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3441,538,senate,2002,LA,63680,117200,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3442,538,senate,2002,LA,63806,117490,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3443,538,senate,2002,LA,63819,117510,unknown,700.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3444,538,senate,2002,LA,63682,117207,unknown,625.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3445,538,senate,2002,ME,25602,30842,unknown,523.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3446,538,senate,2002,ME,25620,30860,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3447,538,senate,2002,ME,25447,30687,unknown,509.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3448,538,senate,2002,ME,73072,137015,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3449,538,senate,2002,ME,73363,137517,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3450,538,senate,2002,ME,54764,117486,unknown,300.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3451,538,senate,2002,ME,54765,117233,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3452,538,senate,2002,MI,25453,30693,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3453,538,senate,2002,MI,25554,30794,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3454,538,senate,2002,MI,25553,30793,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3455,538,senate,2002,MI,25452,30692,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3456,538,senate,2002,MI,25552,30792,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3457,538,senate,2002,MI,25451,30691,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3458,538,senate,2002,MN,25565,30805,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3459,538,senate,2002,MN,25618,30858,unknown,929.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3460,538,senate,2002,MN,25524,30764,unknown,625.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3461,538,senate,2002,MN,25617,30857,unknown,929.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3462,538,senate,2002,MN,25675,30915,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3463,538,senate,2002,MN,73209,137223,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3464,538,senate,2002,MN,25674,30914,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3465,538,senate,2002,MO,25679,30919,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3466,538,senate,2002,MO,73399,137566,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3467,538,senate,2002,MO,73398,137565,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3468,538,senate,2002,MO,25678,30918,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3469,538,senate,2002,MO,25402,30642,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3470,538,senate,2002,MO,63777,117430,unknown,958.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3471,538,senate,2002,MO,25401,30641,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3472,538,senate,2002,MO,25514,30754,unknown,601.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3473,538,senate,2002,MO,25677,30917,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3474,538,senate,2002,MO,25471,30711,unknown,604.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3475,538,senate,2002,MO,63778,117431,unknown,958.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3476,538,senate,2002,MO,25676,30916,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3477,538,senate,2002,MT,25526,30766,unknown,625.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3478,538,senate,2002,MT,73155,137148,unknown,415.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3479,538,senate,2002,MT,25525,30765,unknown,625.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3480,538,senate,2002,NE,25551,30791,unknown,604.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3481,538,senate,2002,NH,25566,30806,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3482,538,senate,2002,NH,25394,30634,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3483,538,senate,2002,NH,25486,30726,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3484,538,senate,2002,NH,73004,136934,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3485,538,senate,2002,NH,25393,30633,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3486,538,senate,2002,NH,72951,136855,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3487,538,senate,2002,NH,73440,137753,unknown,651.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3488,538,senate,2002,NH,25485,30725,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3489,538,senate,2002,NH,25392,30632,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3490,538,senate,2002,NH,25391,30631,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3491,538,senate,2002,NH,54807,117085,unknown,401.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3492,538,senate,2002,NH,25651,30891,unknown,648.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3493,538,senate,2002,NH,25390,30630,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3494,538,senate,2002,NH,25468,30708,unknown,933.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3495,538,senate,2002,NH,25650,30890,unknown,644.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3496,538,senate,2002,NH,73210,137224,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3497,538,senate,2002,NH,25389,30629,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3498,538,senate,2002,NJ,25608,30848,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3499,538,senate,2002,NJ,25607,30847,unknown,547.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3500,538,senate,2002,NJ,25544,30784,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3501,538,senate,2002,NJ,73402,137569,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3502,538,senate,2002,NJ,72880,136749,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3503,538,senate,2002,NJ,25606,30846,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3504,538,senate,2002,NJ,25571,30811,unknown,514.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3505,538,senate,2002,NJ,73401,137568,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3506,538,senate,2002,NJ,25687,30927,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3507,538,senate,2002,NJ,25462,30702,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3508,538,senate,2002,NJ,25605,30845,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3509,538,senate,2002,NJ,25570,30810,unknown,603.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3510,538,senate,2002,NJ,25659,30899,unknown,404.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3511,538,senate,2002,NJ,73400,137567,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3512,538,senate,2002,NJ,25531,30771,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3513,538,senate,2002,NJ,25642,30882,unknown,746.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3514,538,senate,2002,NJ,63783,117436,unknown,732.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3515,538,senate,2002,NJ,25461,30701,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3516,538,senate,2002,NJ,25604,30844,unknown,458.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3517,538,senate,2002,NJ,25686,30926,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3518,538,senate,2002,NJ,25473,30713,unknown,611.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3519,538,senate,2002,NJ,25460,30700,unknown,921.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3520,538,senate,2002,NJ,25569,30809,unknown,574.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3521,538,senate,2002,NJ,25685,30925,unknown,527.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3522,538,senate,2002,NM,25574,30814,unknown,734.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:3523,538,senate,2002,NM,25573,30813,unknown,905.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
